sp_tile_k_1,attr_1,attr_0,in_0,sp_tile_k_0,in_3,in_2,in_1,thrpt
-0.18394979922303306,0.0,0.0,-0.6103625088225736,0.0,-0.6608216330757588,-0.394920871065069,-0.6608216330757588,4.093344078571867
-0.08181435676427018,0.0,0.0,-0.6103625088225736,0.0,-0.6608216330757588,-0.394920871065069,-0.6608216330757588,3.715521409403103
0.12245652815325558,0.0,0.0,-0.6103625088225736,0.0,-0.6608216330757588,-0.394920871065069,-0.6608216330757588,2.998727832384237
-0.27331831137445056,0.0,0.0,-0.6103625088225736,0.0,-0.6608216330757588,-0.394920871065069,-0.6608216330757588,4.03175970477356
-0.2828935091049596,0.0,0.0,-0.6103625088225736,0.0,-0.6608216330757588,-0.394920871065069,-0.6608216330757588,3.121042508630597
-0.2350175204524145,0.0,0.0,-0.6103625088225736,0.0,-0.6608216330757588,-0.394920871065069,-0.6608216330757588,4.140273510028997
-0.2797017765281233,0.0,0.0,-0.6103625088225736,0.0,-0.6608216330757588,-0.394920871065069,-0.6608216330757588,3.7480913373084586
-0.2856862751096914,0.0,0.0,-0.6103625088225736,0.0,-0.6608216330757588,-0.394920871065069,-0.6608216330757588,-13.815510557964274
-0.2852873085375869,0.0,0.0,-0.6103625088225736,0.0,-0.6608216330757588,-0.394920871065069,-0.6608216330757588,1.9444806993072252
-0.28448937539337776,0.0,0.0,-0.6103625088225736,0.0,-0.6608216330757588,-0.394920871065069,-0.6608216330757588,2.53290292748437
-0.26055138106710524,0.0,0.0,-0.6103625088225736,0.0,-0.6608216330757588,-0.394920871065069,-0.6608216330757588,4.149148370040622
-0.26055138106710524,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.9404022914365955,-0.5527875474774546,4.945634450993241
-0.28448937539337776,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.9404022914365955,-0.5527875474774546,2.749831799055782
-0.2350175204524145,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.9404022914365955,-0.5527875474774546,4.716979869982241
-0.18394979922303306,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.9404022914365955,-0.5527875474774546,4.698569459354939
-0.2852873085375869,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.9404022914365955,-0.5527875474774546,2.107786136195654
0.5309982979883071,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.9404022914365955,-0.5527875474774546,-13.815510557964274
0.12245652815325558,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.9404022914365955,-0.5527875474774546,3.7305011527855707
-0.2828935091049596,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.9404022914365955,-0.5527875474774546,3.3951793428711325
-0.2797017765281233,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.9404022914365955,-0.5527875474774546,4.046379075412799
-0.27331831137445056,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.9404022914365955,-0.5527875474774546,4.629374884445768
-0.2856862751096914,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.9404022914365955,-0.5527875474774546,-13.815510557964274
-0.08181435676427018,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.9404022914365955,-0.5527875474774546,4.483793211111996
0.5309982979883071,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9760158770974133,-0.5527875474774546,-13.815510557964274
0.12245652815325558,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9760158770974133,-0.5527875474774546,3.7169809085320544
-0.2852873085375869,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9760158770974133,-0.5527875474774546,1.9837564290970005
-0.2856862751096914,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9760158770974133,-0.5527875474774546,-13.815510557964274
-0.2828935091049596,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9760158770974133,-0.5527875474774546,3.277522058022548
-0.26055138106710524,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9760158770974133,-0.5527875474774546,4.751173488749483
-0.27331831137445056,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9760158770974133,-0.5527875474774546,4.525802261430544
-0.2797017765281233,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9760158770974133,-0.5527875474774546,3.900759833375972
-0.18394979922303306,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9760158770974133,-0.5527875474774546,4.680834099180358
-0.2350175204524145,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9760158770974133,-0.5527875474774546,4.681946034051115
-0.28448937539337776,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9760158770974133,-0.5527875474774546,2.6181255665136804
-0.08181435676427018,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9760158770974133,-0.5527875474774546,4.44968529482994
-0.26055138106710524,0.0,0.0,-0.6103625088225736,0.0,-0.7148386758749109,-0.394920871065069,-0.7148386758749109,3.917010566839682
-0.2350175204524145,0.0,0.0,-0.6103625088225736,0.0,-0.7148386758749109,-0.394920871065069,-0.7148386758749109,3.9251366643129684
-0.2856862751096914,0.0,0.0,-0.6103625088225736,0.0,-0.7148386758749109,-0.394920871065069,-0.7148386758749109,-13.815510557964274
-0.2852873085375869,0.0,0.0,-0.6103625088225736,0.0,-0.7148386758749109,-0.394920871065069,-0.7148386758749109,1.8961196347024367
-0.2797017765281233,0.0,0.0,-0.6103625088225736,0.0,-0.7148386758749109,-0.394920871065069,-0.7148386758749109,3.5587707972407197
-0.08181435676427018,0.0,0.0,-0.6103625088225736,0.0,-0.7148386758749109,-0.394920871065069,-0.7148386758749109,3.0946722666987485
-0.28448937539337776,0.0,0.0,-0.6103625088225736,0.0,-0.7148386758749109,-0.394920871065069,-0.7148386758749109,2.469793096580317
-0.18394979922303306,0.0,0.0,-0.6103625088225736,0.0,-0.7148386758749109,-0.394920871065069,-0.7148386758749109,3.664842901893889
-0.2828935091049596,0.0,0.0,-0.6103625088225736,0.0,-0.7148386758749109,-0.394920871065069,-0.7148386758749109,3.174296823293737
-0.27331831137445056,0.0,0.0,-0.6103625088225736,0.0,-0.7148386758749109,-0.394920871065069,-0.7148386758749109,3.85078571721998
-0.08181435676427018,0.0,0.0,-0.6103625088225736,0.0,-0.5527875474774546,-0.394920871065069,-0.5527875474774546,4.166975268756078
-0.18394979922303306,0.0,0.0,-0.6103625088225736,0.0,-0.5527875474774546,-0.394920871065069,-0.5527875474774546,4.2625390361377855
-0.28448937539337776,0.0,0.0,-0.6103625088225736,0.0,-0.5527875474774546,-0.394920871065069,-0.5527875474774546,2.5603233663525042
-0.2797017765281233,0.0,0.0,-0.6103625088225736,0.0,-0.5527875474774546,-0.394920871065069,-0.5527875474774546,3.6386382639653068
-0.2852873085375869,0.0,0.0,-0.6103625088225736,0.0,-0.5527875474774546,-0.394920871065069,-0.5527875474774546,1.9572740489485563
-0.2350175204524145,0.0,0.0,-0.6103625088225736,0.0,-0.5527875474774546,-0.394920871065069,-0.5527875474774546,4.246636386876654
-0.2828935091049596,0.0,0.0,-0.6103625088225736,0.0,-0.5527875474774546,-0.394920871065069,-0.5527875474774546,3.163785900815667
-0.26055138106710524,0.0,0.0,-0.6103625088225736,0.0,-0.5527875474774546,-0.394920871065069,-0.5527875474774546,4.251917963563763
-0.2856862751096914,0.0,0.0,-0.6103625088225736,0.0,-0.5527875474774546,-0.394920871065069,-0.5527875474774546,-13.815510557964274
0.12245652815325558,0.0,0.0,-0.6103625088225736,0.0,-0.5527875474774546,-0.394920871065069,-0.5527875474774546,3.546739715771257
-0.27331831137445056,0.0,0.0,-0.6103625088225736,0.0,-0.5527875474774546,-0.394920871065069,-0.5527875474774546,4.14725323368528
0.5309982979883071,0.0,0.0,-0.6103625088225736,0.0,-0.5527875474774546,-0.394920871065069,-0.5527875474774546,-13.815510557964274
-0.28329247567706417,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,3.0740812861970515
-0.20788779354930562,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.170996929180046
2.2162330985578946,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,-13.815510557964274
-0.26374311364394154,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.160132318365597
-0.26653587964867337,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.055257190845076
-0.08181435676427018,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.344065141370403
0.02670455084816538,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.282068182119112
4.7185514387975855,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,-13.815510557964274
-0.28049970967233234,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,3.595941485889509
-0.2856862751096914,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,-13.815510557964274
-0.26055138106710524,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.325985257010775
-0.18394979922303306,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.335459011953408
-0.1296903454168153,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.22083037418132
-0.2414009856060872,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.200654641901279
-0.27331831137445056,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.216119633903813
0.33949434337812673,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,-13.815510557964274
-0.19671672953037841,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.332311055565101
0.07138880692387414,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.348081991552536
-0.2350175204524145,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.323735239547075
9.723188119276966,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,-13.815510557964274
-0.28448937539337776,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,2.562639075429352
-0.1073482173789609,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.3435456608459875
-0.27491417766286874,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.101320192509337
0.42886285552954423,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,-13.815510557964274
-0.2797017765281233,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,3.7203781453981133
0.9650739284380493,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,-13.815510557964274
1.1438109527408844,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,-13.815510557964274
-0.2828935091049596,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,3.180966293340472
-0.2852873085375869,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,1.9572740489485563
-0.2469865176155508,0.0,0.0,-0.6103625088225736,0.0,1.8779793784843912,1.4427401490331313,1.8779793784843912,4.115616713813515
0.5309982979883071,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9409958511976091,-0.5527875474774546,-13.815510557964274
-0.18394979922303306,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9409958511976091,-0.5527875474774546,4.723397576237681
-0.2828935091049596,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9409958511976091,-0.5527875474774546,3.3843902972440785
-0.2797017765281233,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9409958511976091,-0.5527875474774546,4.032646465479238
-0.27331831137445056,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9409958511976091,-0.5527875474774546,4.624384414721588
-0.2852873085375869,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9409958511976091,-0.5527875474774546,2.096790302864564
-0.08181435676427018,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9409958511976091,-0.5527875474774546,4.485936109330729
-0.26055138106710524,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9409958511976091,-0.5527875474774546,4.975974840734418
-0.2350175204524145,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9409958511976091,-0.5527875474774546,4.71903445106093
-0.28448937539337776,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9409958511976091,-0.5527875474774546,2.7395489327610623
0.12245652815325558,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9409958511976091,-0.5527875474774546,3.7278597777990616
-0.2856862751096914,0.0,0.0,0.19222735535626181,0.0,-0.5527875474774546,-0.9409958511976091,-0.5527875474774546,-13.815510557964274
-0.08181435676427018,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.7985415085543378,-0.5527875474774546,4.3165543577220085
-0.2852873085375869,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.7985415085543378,-0.5527875474774546,1.9139772494449188
-0.2856862751096914,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.7985415085543378,-0.5527875474774546,-13.815510557964274
-0.2828935091049596,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.7985415085543378,-0.5527875474774546,3.1763858149834747
-0.2797017765281233,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.7985415085543378,-0.5527875474774546,3.6800909733015374
-0.26055138106710524,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.7985415085543378,-0.5527875474774546,4.372607425375686
0.12245652815325558,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.7985415085543378,-0.5527875474774546,3.6146945828497072
-0.28448937539337776,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.7985415085543378,-0.5527875474774546,2.5416020722046997
-0.18394979922303306,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.7985415085543378,-0.5527875474774546,4.39851496447427
-0.27331831137445056,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.7985415085543378,-0.5527875474774546,4.2180360492921904
0.5309982979883071,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.7985415085543378,-0.5527875474774546,-13.815510557964274
-0.2350175204524145,0.0,0.0,2.071200281527448,0.0,-0.5527875474774546,-0.7985415085543378,-0.5527875474774546,4.368181240526099
-0.2828935091049596,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,-0.394920871065069,-0.3367193762808461,3.1917101978969513
-0.28448937539337776,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,-0.394920871065069,-0.3367193762808461,2.573375374053256
-0.08181435676427018,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,-0.394920871065069,-0.3367193762808461,4.3409442025968765
0.12245652815325558,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,-0.394920871065069,-0.3367193762808461,3.98657375525565
-0.2797017765281233,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,-0.394920871065069,-0.3367193762808461,3.6604800053124027
-0.2856862751096914,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,-0.394920871065069,-0.3367193762808461,-13.815510557964274
-0.18394979922303306,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,-0.394920871065069,-0.3367193762808461,4.310933357986653
-0.2852873085375869,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,-0.394920871065069,-0.3367193762808461,1.937301918610922
-0.2350175204524145,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,-0.394920871065069,-0.3367193762808461,4.295378841579616
-0.26055138106710524,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,-0.394920871065069,-0.3367193762808461,4.288539805305369
1.34808183765841,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,-0.394920871065069,-0.3367193762808461,-13.815510557964274
0.5309982979883071,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,-0.394920871065069,-0.3367193762808461,-13.815510557964274
-0.27331831137445056,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,-0.394920871065069,-0.3367193762808461,4.140432682330819
-0.2852873085375869,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,1.4427401490331313,-0.3367193762808461,1.9600949248923303
-0.2828935091049596,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,1.4427401490331313,-0.3367193762808461,3.220873867451033
-0.28448937539337776,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,1.4427401490331313,-0.3367193762808461,2.5982354094997624
-0.18394979922303306,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,1.4427401490331313,-0.3367193762808461,4.3591417749257815
-0.27331831137445056,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,1.4427401490331313,-0.3367193762808461,4.201852784905205
-0.08181435676427018,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,1.4427401490331313,-0.3367193762808461,4.401584146147319
-0.2797017765281233,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,1.4427401490331313,-0.3367193762808461,3.7042605807706526
-0.2856862751096914,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,1.4427401490331313,-0.3367193762808461,-13.815510557964274
-0.26055138106710524,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,1.4427401490331313,-0.3367193762808461,4.352211562472996
0.5309982979883071,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,1.4427401490331313,-0.3367193762808461,-13.815510557964274
0.12245652815325558,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,1.4427401490331313,-0.3367193762808461,4.034771488376921
1.34808183765841,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,1.4427401490331313,-0.3367193762808461,-13.815510557964274
-0.2350175204524145,0.0,0.0,-0.6103625088225736,0.0,-0.3367193762808461,1.4427401490331313,-0.3367193762808461,4.348081991552536
